img,camera_short_name,camera_long_name,counter,suspect,eye,height,width,areaDisc,saturationPixels,saturationLevel,scale,g,b,factor,M,P,C
G-TPC0215-L.jpg,TPC,Topcon,215,1,L,1934,1956,51188,13323,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0216-L.jpg,TPC,Topcon,216,1,L,1934,1956,50120,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0217-L.jpg,TPC,Topcon,217,1,L,1934,1956,52228,5592,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0218-R.jpg,TPC,Topcon,218,1,R,1934,1956,50739,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0219-L.jpg,TPC,Topcon,219,1,L,1934,1956,48888,13704,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0220-R.jpg,TPC,Topcon,220,1,R,1934,1956,43413,1323,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0221-L.jpg,TPC,Topcon,221,1,L,1934,1956,47986,5218,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0222-L.jpg,TPC,Topcon,222,1,L,1934,1956,49517,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0223-L.jpg,TPC,Topcon,223,1,L,1934,1956,56475,16463,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0224-R.jpg,TPC,Topcon,224,1,R,1934,1956,47978,12816,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0225-L.jpg,TPC,Topcon,225,1,L,1934,1956,67621,121,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0226-R.jpg,TPC,Topcon,226,1,R,1934,1956,54973,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0227-L.jpg,TPC,Topcon,227,1,L,1934,1956,58455,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0228-R.jpg,TPC,Topcon,228,1,R,1934,1956,51984,7139,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0229-R.jpg,TPC,Topcon,229,1,R,1934,1956,41548,16849,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0230-L.jpg,TPC,Topcon,230,1,L,1934,1956,46468,18805,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0231-L.jpg,TPC,Topcon,231,1,L,1934,1956,46604,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0232-R.jpg,TPC,Topcon,232,1,R,1934,1956,51088,18578,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0233-L.jpg,TPC,Topcon,233,1,L,1934,1956,55259,19870,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0234-R.jpg,TPC,Topcon,234,1,R,1934,1956,53920,12846,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0235-L.jpg,TPC,Topcon,235,1,L,1934,1956,45497,10114,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0236-R.jpg,TPC,Topcon,236,1,R,1934,1956,43038,16042,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0237-L.jpg,TPC,Topcon,237,1,L,1934,1956,49105,17541,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0238-R.jpg,TPC,Topcon,238,1,R,1934,1956,43691,17856,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0239-R.jpg,TPC,Topcon,239,1,R,1934,1956,35988,22,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0240-L.jpg,TPC,Topcon,240,1,L,1934,1956,77742,31720,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0241-R.jpg,TPC,Topcon,241,1,R,1934,1956,35440,3721,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0242-L.jpg,TPC,Topcon,242,1,L,1934,1956,35687,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0243-R.jpg,TPC,Topcon,243,1,R,1934,1956,50099,3435,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0244-L.jpg,TPC,Topcon,244,1,L,1934,1956,51978,6615,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0245-R.jpg,TPC,Topcon,245,1,R,1934,1956,63339,11755,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0246-L.jpg,TPC,Topcon,246,1,L,1934,1956,67962,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0247-R.jpg,TPC,Topcon,247,1,R,1934,1956,51026,7677,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0248-L.jpg,TPC,Topcon,248,1,L,1934,1956,50960,8802,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0249-R.jpg,TPC,Topcon,249,1,R,1934,1956,34711,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0250-R.jpg,TPC,Topcon,250,1,R,1934,1956,54062,21649,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0251-L.jpg,TPC,Topcon,251,1,L,1934,1956,48985,15398,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0252-L.jpg,TPC,Topcon,252,1,L,1934,1956,56458,14421,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0253-R.jpg,TPC,Topcon,253,1,R,1934,1956,50479,8276,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0254-L.jpg,TPC,Topcon,254,1,L,1934,1956,43165,5767,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0255-R.jpg,TPC,Topcon,255,1,R,1934,1956,59239,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0256-L.jpg,TPC,Topcon,256,1,L,1934,1956,41154,12288,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0257-L.jpg,TPC,Topcon,257,1,L,1934,1956,50978,11588,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0258-R.jpg,TPC,Topcon,258,1,R,1934,1956,42658,17194,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0259-R.jpg,TPC,Topcon,259,1,R,1934,1956,47562,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0260-R.jpg,TPC,Topcon,260,1,R,1934,1956,38569,16197,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0261-R.jpg,TPC,Topcon,261,1,R,1934,1956,38467,1252,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0262-R.jpg,TPC,Topcon,262,1,R,1934,1956,51537,23383,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0263-L.jpg,TPC,Topcon,263,1,L,1934,1956,62565,16023,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0264-R.jpg,TPC,Topcon,264,1,R,1934,1956,46560,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0265-L.jpg,TPC,Topcon,265,1,L,1934,1956,55013,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0266-R.jpg,TPC,Topcon,266,1,R,1934,1956,64148,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0267-L.jpg,TPC,Topcon,267,1,L,1934,1956,29860,1998,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0268-L.jpg,TPC,Topcon,268,1,L,1934,1956,53091,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0269-R.jpg,TPC,Topcon,269,1,R,1934,1956,44469,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0270-L.jpg,TPC,Topcon,270,1,L,1934,1956,46813,19536,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0271-L.jpg,TPC,Topcon,271,1,L,1934,1956,44501,3981,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0272-L.jpg,TPC,Topcon,272,1,L,1934,1956,61260,4010,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0273-L.jpg,TPC,Topcon,273,1,L,1934,1956,58102,19165,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0274-R.jpg,TPC,Topcon,274,1,R,1934,1956,40642,16329,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0275-L.jpg,TPC,Topcon,275,1,L,1934,1956,48107,17879,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0276-R.jpg,TPC,Topcon,276,1,R,1934,1956,41751,16808,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0277-L.jpg,TPC,Topcon,277,1,L,1934,1956,49245,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0278-L.jpg,TPC,Topcon,278,1,L,1934,1956,59867,19013,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0279-L.jpg,TPC,Topcon,279,1,L,1934,1956,57562,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0280-L.jpg,TPC,Topcon,280,1,L,1934,1956,44653,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0281-R.jpg,TPC,Topcon,281,1,R,1934,1956,42043,3986,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0282-L.jpg,TPC,Topcon,282,1,L,1934,1956,58464,6359,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0283-L.jpg,TPC,Topcon,283,1,L,1934,1956,35066,9847,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0284-R.jpg,TPC,Topcon,284,1,R,1934,1956,49736,11935,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0285-L.jpg,TPC,Topcon,285,1,L,1934,1956,46409,9040,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0286-R.jpg,TPC,Topcon,286,1,R,1934,1956,63766,21803,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0287-L.jpg,TPC,Topcon,287,1,L,1934,1956,55977,14301,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0288-R.jpg,TPC,Topcon,288,1,R,1934,1956,50181,22292,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0289-L.jpg,TPC,Topcon,289,1,L,1934,1956,62062,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0290-R.jpg,TPC,Topcon,290,1,R,1934,1956,47478,18796,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0291-L.jpg,TPC,Topcon,291,1,L,1934,1956,54118,11150,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0292-R.jpg,TPC,Topcon,292,1,R,1934,1956,41323,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0293-R.jpg,TPC,Topcon,293,1,R,1934,1956,50623,9203,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0294-R.jpg,TPC,Topcon,294,1,R,1934,1956,36116,3336,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0295-L.jpg,TPC,Topcon,295,1,L,1934,1956,26675,2416,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0296-L.jpg,TPC,Topcon,296,1,L,1934,1956,50238,5189,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0297-R.jpg,TPC,Topcon,297,1,R,1934,1956,71133,12854,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0298-L.jpg,TPC,Topcon,298,1,L,1934,1956,66249,6356,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0299-R.jpg,TPC,Topcon,299,1,R,1934,1956,72218,30192,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0300-R.jpg,TPC,Topcon,300,1,R,1934,1956,58361,17420,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0301-R.jpg,TPC,Topcon,301,1,R,1934,1956,57331,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0302-R.jpg,TPC,Topcon,302,1,R,1934,1956,74162,8509,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0303-L.jpg,TPC,Topcon,303,1,L,1934,1956,73798,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0304-L.jpg,TPC,Topcon,304,1,L,1934,1956,55038,10367,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0305-R.jpg,TPC,Topcon,305,1,R,1934,1956,56008,18114,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0306-R.jpg,TPC,Topcon,306,1,R,1934,1956,90266,36007,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0307-L.jpg,TPC,Topcon,307,1,L,1934,1956,91793,39102,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0308-L.jpg,TPC,Topcon,308,1,L,1934,1956,48814,5630,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0309-R.jpg,TPC,Topcon,309,1,R,1934,1956,72467,31723,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0310-R.jpg,TPC,Topcon,310,1,R,1934,1956,35054,5164,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0311-L.jpg,TPC,Topcon,311,1,L,1934,1956,49869,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0312-R.jpg,TPC,Topcon,312,1,R,1934,1956,42468,3951,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0313-L.jpg,TPC,Topcon,313,1,L,1934,1956,59751,24017,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0314-R.jpg,TPC,Topcon,314,1,R,1934,1956,58943,5179,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0315-R.jpg,TPC,Topcon,315,1,R,1934,1956,55273,18030,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0316-R.jpg,TPC,Topcon,316,1,R,1934,1956,58372,17615,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0317-R.jpg,TPC,Topcon,317,1,R,1934,1956,54307,22783,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0318-L.jpg,TPC,Topcon,318,1,L,1934,1956,54222,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0319-L.jpg,TPC,Topcon,319,1,L,1934,1956,50411,12698,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0320-R.jpg,TPC,Topcon,320,1,R,1934,1956,45235,415,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0321-L.jpg,TPC,Topcon,321,1,L,1934,1956,57287,3690,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0322-L.jpg,TPC,Topcon,322,1,L,1934,1956,45445,5116,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0323-L.jpg,TPC,Topcon,323,1,L,1934,1956,66790,23051,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0324-L.jpg,TPC,Topcon,324,1,L,1934,1956,69788,31985,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0325-R.jpg,TPC,Topcon,325,1,R,1934,1956,72635,32874,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0326-L.jpg,TPC,Topcon,326,1,L,1934,1956,66790,30286,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0327-R.jpg,TPC,Topcon,327,1,R,1934,1956,32937,3724,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0328-R.jpg,TPC,Topcon,328,1,R,1934,1956,57254,566,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0329-L.jpg,TPC,Topcon,329,1,L,1934,1956,62593,13741,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0330-R.jpg,TPC,Topcon,330,1,R,1934,1956,55179,5104,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0331-L.jpg,TPC,Topcon,331,1,L,1934,1956,46308,4306,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0332-L.jpg,TPC,Topcon,332,1,L,1934,1956,46577,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0333-L.jpg,TPC,Topcon,333,1,L,1934,1956,53253,16614,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0334-R.jpg,TPC,Topcon,334,1,R,1934,1956,43526,8061,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0335-R.jpg,TPC,Topcon,335,1,R,1934,1956,70978,13391,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0336-L.jpg,TPC,Topcon,336,1,L,1934,1956,63967,10354,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0337-L.jpg,TPC,Topcon,337,1,L,1934,1956,35761,2711,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0338-R.jpg,TPC,Topcon,338,1,R,1934,1956,49280,3280,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0339-R.jpg,TPC,Topcon,339,1,R,1934,1956,56063,17441,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0340-L.jpg,TPC,Topcon,340,1,L,1934,1956,46010,15160,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0341-R.jpg,TPC,Topcon,341,1,R,1934,1956,39011,12473,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0342-L.jpg,TPC,Topcon,342,1,L,1934,1956,39385,12287,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0343-L.jpg,TPC,Topcon,343,1,L,1934,1956,64657,10590,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0344-R.jpg,TPC,Topcon,344,1,R,1934,1956,42193,10778,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0345-R.jpg,TPC,Topcon,345,1,R,1934,1956,57015,23104,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0346-R.jpg,TPC,Topcon,346,1,R,1934,1956,52578,21826,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0347-L.jpg,TPC,Topcon,347,1,L,1934,1956,51886,20862,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0348-R.jpg,TPC,Topcon,348,1,R,1934,1956,57768,15659,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0349-L.jpg,TPC,Topcon,349,1,L,1934,1956,47122,15101,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0350-R.jpg,TPC,Topcon,350,1,R,1934,1956,52775,100,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0351-L.jpg,TPC,Topcon,351,1,L,1934,1956,34843,3256,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0352-R.jpg,TPC,Topcon,352,1,R,1934,1956,75980,32910,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0353-L.jpg,TPC,Topcon,353,1,L,1934,1956,80978,35181,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0354-L.jpg,TPC,Topcon,354,1,L,1934,1956,59584,52,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0355-R.jpg,TPC,Topcon,355,1,R,1934,1956,41600,10878,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0356-R.jpg,TPC,Topcon,356,1,R,1934,1956,70418,25398,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0357-L.jpg,TPC,Topcon,357,1,L,1934,1956,69680,27721,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0358-R.jpg,TPC,Topcon,358,1,R,1934,1956,59815,23731,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0359-L.jpg,TPC,Topcon,359,1,L,1934,1956,59317,24558,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0360-L.jpg,TPC,Topcon,360,1,L,1934,1956,43716,8599,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0361-R.jpg,TPC,Topcon,361,1,R,1934,1956,35506,7220,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0362-L.jpg,TPC,Topcon,362,1,L,1934,1956,51020,1,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0363-R.jpg,TPC,Topcon,363,1,R,1934,1956,41225,12703,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0364-L.jpg,TPC,Topcon,364,1,L,1934,1956,47253,15179,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0365-R.jpg,TPC,Topcon,365,1,R,1934,1956,58997,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0366-L.jpg,TPC,Topcon,366,1,L,1934,1956,60501,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0367-R.jpg,TPC,Topcon,367,1,R,1934,1956,54376,6279,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0368-L.jpg,TPC,Topcon,368,1,L,1934,1956,68358,1090,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0369-L.jpg,TPC,Topcon,369,1,L,1934,1956,63750,11569,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0370-L.jpg,TPC,Topcon,370,1,L,1934,1956,57979,14787,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0371-L.jpg,TPC,Topcon,371,1,L,1934,1956,63694,27913,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0372-L.jpg,TPC,Topcon,372,1,L,1934,1956,55740,22785,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0373-L.jpg,TPC,Topcon,373,1,L,1934,1956,46375,45,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0374-L.jpg,TPC,Topcon,374,1,L,1934,1956,47316,45,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0375-L.jpg,TPC,Topcon,375,1,L,1934,1956,45262,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0376-R.jpg,TPC,Topcon,376,1,R,1934,1956,74706,27659,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0377-L.jpg,TPC,Topcon,377,1,L,1934,1956,65738,10529,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0378-R.jpg,TPC,Topcon,378,1,R,1934,1956,64719,10117,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0379-L.jpg,TPC,Topcon,379,1,L,1934,1956,63851,13084,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0380-R.jpg,TPC,Topcon,380,1,R,1934,1956,61278,25689,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0381-L.jpg,TPC,Topcon,381,1,L,1934,1956,64277,19253,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0382-L.jpg,TPC,Topcon,382,1,L,1934,1956,41897,4490,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0383-R.jpg,TPC,Topcon,383,1,R,1934,1956,62536,19931,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0384-R.jpg,TPC,Topcon,384,1,R,1934,1956,60507,18279,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0385-L.jpg,TPC,Topcon,385,1,L,1934,1956,63379,15135,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0386-L.jpg,TPC,Topcon,386,1,L,1934,1956,58345,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0387-R.jpg,TPC,Topcon,387,1,R,1934,1956,55684,16748,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0388-L.jpg,TPC,Topcon,388,1,L,1934,1956,61097,6303,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0389-R.jpg,TPC,Topcon,389,1,R,1934,1956,37464,13419,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0390-L.jpg,TPC,Topcon,390,1,L,1934,1956,41937,15226,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0391-R.jpg,TPC,Topcon,391,1,R,1934,1956,57817,23711,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0392-L.jpg,TPC,Topcon,392,1,L,1934,1956,59229,16497,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0393-R.jpg,TPC,Topcon,393,1,R,1934,1956,45590,7620,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0394-L.jpg,TPC,Topcon,394,1,L,1934,1956,43234,5893,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0395-R.jpg,TPC,Topcon,395,1,R,1934,1956,48220,20935,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0396-L.jpg,TPC,Topcon,396,1,L,1934,1956,56809,23503,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0397-L.jpg,TPC,Topcon,397,1,L,1934,1956,52880,194,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0398-L.jpg,TPC,Topcon,398,1,L,1934,1956,48718,3985,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0399-L.jpg,TPC,Topcon,399,1,L,1934,1956,48679,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0400-R.jpg,TPC,Topcon,400,1,R,1934,1956,63535,11959,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0401-R.jpg,TPC,Topcon,401,1,R,1934,1956,45809,3866,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0402-L.jpg,TPC,Topcon,402,1,L,1934,1956,49389,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0403-R.jpg,TPC,Topcon,403,1,R,1934,1956,51485,13355,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0404-R.jpg,TPC,Topcon,404,1,R,1934,1956,45020,4400,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0405-R.jpg,TPC,Topcon,405,1,R,1934,1956,63980,21757,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0406-L.jpg,TPC,Topcon,406,1,L,1934,1956,66701,24295,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0407-L.jpg,TPC,Topcon,407,1,L,1934,1956,40347,16025,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0408-R.jpg,TPC,Topcon,408,1,R,1934,1956,49386,1900,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0409-R.jpg,TPC,Topcon,409,1,R,1934,1956,70756,13669,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0410-L.jpg,TPC,Topcon,410,1,L,1934,1956,61529,338,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0411-L.jpg,TPC,Topcon,411,1,L,1934,1956,39443,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0412-R.jpg,TPC,Topcon,412,1,R,1934,1956,53021,7914,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0413-L.jpg,TPC,Topcon,413,1,L,1934,1956,38671,8,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0414-R.jpg,TPC,Topcon,414,1,R,1934,1956,55542,6374,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0415-L.jpg,TPC,Topcon,415,1,L,1934,1956,52894,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0416-L.jpg,TPC,Topcon,416,1,L,1934,1956,45775,11842,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0417-L.jpg,TPC,Topcon,417,1,L,1934,1956,46083,8858,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0418-L.jpg,TPC,Topcon,418,1,L,1934,1956,48200,20464,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0419-L.jpg,TPC,Topcon,419,1,L,1934,1956,37153,14545,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0420-L.jpg,TPC,Topcon,420,1,L,1934,1956,53894,6008,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0421-R.jpg,TPC,Topcon,421,1,R,1934,1956,61512,26813,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0422-L.jpg,TPC,Topcon,422,1,L,1934,1956,66673,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0423-R.jpg,TPC,Topcon,423,1,R,1934,1956,42574,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0424-R.jpg,TPC,Topcon,424,1,R,1934,1956,36136,8884,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0425-L.jpg,TPC,Topcon,425,1,L,1934,1956,64314,0,0,1081,1,1,0.9985,64.52,18,62.85
G-TPC0426-R.jpg,TPC,Topcon,426,1,R,1934,1956,61657,10552,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0427-L.jpg,TPC,Topcon,427,1,L,1934,1956,71578,4259,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0428-R.jpg,TPC,Topcon,428,1,R,1934,1956,63462,6690,99,1081,1,1,0.9985,64.52,18,62.85
G-TPC0429-L.jpg,TPC,Topcon,429,1,L,1934,1956,68002,1367,0,1081,1,1,0.9985,64.52,18,62.85
